ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,Información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
yTDA8xJ3,,,,,27/10/2025 17:49,27/10/2025 17:53,,,9,,Ingeniería Civil,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,No utilizo,Satisfecho,,No conozco,Muy satisfecho,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Muy satisfecho,,
cuB1X9Vh,,,,,28/10/2025 09:58,28/10/2025 10:01,,,9,,Negocios Internacionales,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,No conozco,Muy satisfecho,Satisfecho,No conozco,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
SLD5qYek,,,,,30/10/2025 16:06,30/10/2025 16:08,,,9,,Administración,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
yyDt0ahW,,,,,03/11/2025 15:42,03/11/2025 15:44,,,9,,Ingeniería Industrial,5° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Insatisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,Totalmente insatisfecho,No utilizo,No utilizo,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
5SCInFJ8,,,,,08/11/2025 09:53,08/11/2025 09:56,,,9,,Ingeniería Industrial,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
VLD5BMPD,,,,,08/11/2025 09:55,08/11/2025 09:58,,,9,,Ingeniería Industrial,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,No conozco,,Satisfecho,Insatisfecho,No utilizo,Insatisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
UVaRRH5h,,,,,10/11/2025 12:01,10/11/2025 12:06,,,9,,Comunicación,5° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,No utilizo,Muy satisfecho,,No conozco,Satisfecho,No conozco,No utilizo,No conozco,Satisfecho,Satisfecho,Muy satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
ERMiAGKF,,,,,11/11/2025 14:07,11/11/2025 14:09,,,9,,Contabilidad y Finanzas,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
BnB1NrYP,,,,,11/11/2025 17:02,11/11/2025 17:07,,,9,,Arquitectura,5° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
nTDzYh5L,,,,,20/11/2025 15:25,20/11/2025 15:28,,,9,,Administración,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,No utilizo,Satisfecho,,No conozco,No utilizo,No utilizo,No conozco,No conozco,Satisfecho,Satisfecho,No utilizo,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
1WwD4VDI,,,,,25/11/2025 18:13,25/11/2025 18:17,,,9,,Ingeniería Industrial,5° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Satisfecho,,
yiM3BKch,,,,,22/10/2025 07:55,22/10/2025 08:00,,,9,,Derecho,6° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,No utilizo,Muy satisfecho,No conozco,No utilizo,No utilizo,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
eODzRM7b,,,,,24/10/2025 10:37,24/10/2025 10:43,,,9,,Derecho,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,No conozco,No conozco,No conozco,No conozco,No conozco,Satisfecho,Insatisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
E1aHKvpB,,,,,28/10/2025 18:08,28/10/2025 18:14,,,9,,Psicología,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
RGDAPAJ4,,,,,20/10/2025 10:04,20/10/2025 10:06,,,9,,Ingeniería Civil,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
YuDzoQQQ,,,,,20/10/2025 12:46,20/10/2025 12:50,,,9,,Marketing,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,No conozco,,No utilizo,Satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,No conozco,,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
rLaaJSvz,,,,,21/10/2025 20:13,21/10/2025 20:16,,,9,,Marketing,6° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,Insatisfecho,,No conozco,Insatisfecho,Totalmente insatisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
99D5r8aw,,,,,24/10/2025 16:23,24/10/2025 16:26,,,9,,Ingeniería de Sistemas,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
NFD9PiuA,,,,,27/10/2025 14:43,27/10/2025 14:45,,,9,,Marketing,6° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,No utilizo,Satisfecho,,No conozco,Satisfecho,No conozco,No conozco,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Muy satisfecho,,
NlM6hCAY,,,,,30/10/2025 13:03,30/10/2025 13:07,,,9,,Comunicación,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
gwCIaXrc,,,,,31/10/2025 11:17,31/10/2025 11:19,,,9,,Ingeniería Civil,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,No utilizo,Satisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
SwB1dK9j,,,,,31/10/2025 19:03,31/10/2025 19:04,,,9,,Contabilidad y Finanzas,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
0NDtLTbp,,,,,13/11/2025 20:54,13/11/2025 20:56,,,9,,Administración,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
7wCIDnBh,,,,,24/10/2025 08:09,24/10/2025 08:13,,,9,,Derecho,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Muy satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
W8B1EXnb,,,,,28/10/2025 18:08,28/10/2025 18:11,,,9,,Psicología,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,,No utilizo,Muy satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
wIEFihP4,,,,,28/10/2025 18:09,28/10/2025 18:13,,,9,,Psicología,7° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
8CB1id6R,,,,,28/10/2025 18:14,28/10/2025 18:25,,,9,,Psicología,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
25EfDdlf,,,,,20/10/2025 18:24,20/10/2025 18:26,,,9,,Arquitectura,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,No utilizo,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
S1DtjWMe,,,,,22/10/2025 19:37,22/10/2025 19:40,,,9,,Ingeniería Industrial,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
lxMvGfr5,,,,,23/10/2025 08:02,23/10/2025 08:04,,,9,,Economía,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
kYD9dmuK,,,,,23/10/2025 18:30,23/10/2025 18:33,,,9,,Comunicación,7° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
xxELDiUc,,,,,27/10/2025 09:57,27/10/2025 10:00,,,9,,Economía,7° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Insatisfecho,Insatisfecho,Satisfecho,,No utilizo,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
4uD5qd1x,,,,,27/10/2025 12:12,27/10/2025 12:15,,,9,,Marketing,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
RMalN268,,,,,29/10/2025 12:24,29/10/2025 12:28,,,9,,Ingeniería Industrial,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
jtfwbF6q,,,,,31/10/2025 08:33,31/10/2025 08:35,,,9,,Economía,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Satisfecho,,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
9iD9QhyB,,,,,06/11/2025 18:01,06/11/2025 18:02,,,9,,Administración,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
xiD5ghzm,,,,,08/11/2025 11:15,08/11/2025 11:20,,,9,,Ingeniería Industrial,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
WZD9OMoY,,,,,11/11/2025 09:42,11/11/2025 09:45,,,9,,Negocios Internacionales,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
AyDtTYJ1,,,,,19/11/2025 18:32,19/11/2025 18:35,,,9,,Ingeniería de Sistemas,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Muy satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Insatisfecho,Totalmente insatisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
RRD5jyoz,,,,,21/11/2025 17:02,21/11/2025 17:04,,,9,,Administración,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Satisfecho,,
hZEZh9TQ,,,,,24/10/2025 08:10,24/10/2025 08:12,,,9,,Derecho,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,,Totalmente insatisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
ypEai7Ab,,,,,20/10/2025 07:09,20/10/2025 07:13,,,9,,Negocios Internacionales,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
0fDtjJK2,,,,,21/10/2025 07:51,21/10/2025 07:55,,,9,,Marketing,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
RSMbDPTu,,,,,21/10/2025 11:52,21/10/2025 11:55,,,9,,Comunicación,8° Ciclo,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
It4oQaB5,,,,,24/10/2025 08:26,24/10/2025 08:27,,,9,,Economía,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,No utilizo,,Insatisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
LdD5owZF,,,,,07/11/2025 12:10,07/11/2025 12:16,,,9,,Ingeniería Industrial,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
RHMbOlTk,,,,,12/11/2025 20:28,12/11/2025 20:30,,,9,,Ingeniería Civil,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
06B19N2o,,,,,13/11/2025 07:08,13/11/2025 07:10,,,9,,Negocios Internacionales,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
LSC9DLIE,,,,,27/11/2025 15:46,27/11/2025 15:48,,,9,,Administración,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
BZaHMoVW,,,,,20/10/2025 07:22,20/10/2025 07:25,,,9,,Negocios Internacionales,9° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,No conozco,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
9p44VkpH,,,,,03/11/2025 20:45,03/11/2025 20:47,,,9,,Administración,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
QCaV4xCk,,,,,27/10/2025 11:20,27/10/2025 11:23,,,9,,Arquitectura,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
wuaz21xH,,,,,07/11/2025 12:15,07/11/2025 12:48,,,9,,Ingeniería Industrial,10° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,,No utilizo,Muy satisfecho,Muy satisfecho,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,,,,Muy satisfecho,,
xBE3oRpy,,,,,07/11/2025 18:00,07/11/2025 18:01,,,9,,Marketing,10° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
a8EmNQ0H,,,,,10/11/2025 09:54,10/11/2025 09:58,,,9,,Ingeniería Industrial,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
r8DzyqSc,,,,,11/11/2025 10:44,11/11/2025 10:47,,,9,,Comunicación,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Muy satisfecho,Satisfecho,Muy satisfecho,,No conozco,No utilizo,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
