ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,La información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
ixBBpaAN,,,COMPLETED,,"may. 18, 2026 12:06:25 p. m.","may. 18, 2026 12:09:08 p. m.",2 mins 43 secs ,Public collector,10,100,Negocios Internacionales,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,No conozco,No utilizo,No utilizo,No utilizo,No conozco,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
oLDBlfZB,,,COMPLETED,,"may. 18, 2026 12:06:30 p. m.","may. 18, 2026 12:12:56 p. m.",6 mins 25 secs ,Public collector,8,0,Negocios Internacionales,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,No utilizo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),La universidad es buena aunque en actividades recreativas entre carreras todavía no las tiene
BWzDt0SA,,,COMPLETED,,"may. 18, 2026 12:06:33 p. m.","may. 18, 2026 12:08:49 p. m.",2 mins 16 secs ,Public collector,9,100,Negocios Internacionales,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
ZHC2oRaT,,,COMPLETED,,"may. 18, 2026 12:07:01 p. m.","may. 18, 2026 12:09:01 p. m.",2 mins ,Public collector,10,100,Negocios Internacionales,7° Ciclo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
iOBnzgAA,,,COMPLETED,,"may. 18, 2026 12:10:08 p. m.","may. 18, 2026 12:12:15 p. m.",2 mins 6 secs ,Public collector,9,100,Negocios Internacionales,7° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
4hBRlCpS,,,COMPLETED,,"may. 18, 2026 12:12:54 p. m.","may. 18, 2026 12:14:43 p. m.",1 min 49 secs ,Public collector,9,100,Negocios Internacionales,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
XlzwC4DY,,,COMPLETED,,"may. 19, 2026 08:44:09 a. m.","may. 19, 2026 08:46:24 a. m.",2 mins 14 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
AZC5IWqz,,,COMPLETED,,"may. 19, 2026 08:44:12 a. m.","may. 19, 2026 08:47:03 a. m.",2 mins 50 secs ,Public collector,10,100,Negocios Internacionales,9° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,10 (Promoter),
uaBhfbVc,,,COMPLETED,,"may. 19, 2026 08:44:14 a. m.","may. 19, 2026 08:46:47 a. m.",2 mins 33 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
DIBh1OJl,,,COMPLETED,,"may. 19, 2026 08:44:14 a. m.","may. 19, 2026 08:46:26 a. m.",2 mins 12 secs ,Public collector,9,100,Negocios Internacionales,10° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,No utilizo,,No utilizo,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
WZCZWYMA,,,COMPLETED,,"may. 19, 2026 08:44:15 a. m.","may. 19, 2026 08:47:12 a. m.",2 mins 56 secs ,Public collector,9,100,Negocios Internacionales,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No conozco,No conozco,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
cIz446dl,,,COMPLETED,,"may. 19, 2026 08:44:15 a. m.","may. 19, 2026 08:47:23 a. m.",3 mins 7 secs ,Public collector,10,100,Negocios Internacionales,8° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
JMDB09zJ,,,COMPLETED,,"may. 19, 2026 08:44:16 a. m.","may. 19, 2026 08:47:17 a. m.",3 mins ,Public collector,9,100,Negocios Internacionales,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,No conozco,No conozco,No utilizo,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
THzRBcix,,,COMPLETED,,"may. 19, 2026 08:44:16 a. m.","may. 19, 2026 08:49:11 a. m.",4 mins 54 secs ,Public collector,8,0,Negocios Internacionales,9° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,Insatisfecho,Insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente insatisfecho,Muy satisfecho,Totalmente satisfecho,Insatisfecho,8 (Passive),No me gusta la administración de la universidad. Hay demasiada gente. Los departamentos no ayudan en nada a los estudiantes. Lo único bueno son los profesores.
tpCZ0UXS,,,COMPLETED,,"may. 19, 2026 08:44:17 a. m.","may. 19, 2026 08:47:11 a. m.",2 mins 54 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,No utilizo,Satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
3aBhyorc,,,COMPLETED,,"may. 19, 2026 08:44:18 a. m.","may. 19, 2026 08:46:33 a. m.",2 mins 15 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
QtCZyGZe,,,COMPLETED,,"may. 19, 2026 08:44:18 a. m.","may. 19, 2026 08:45:59 a. m.",1 min 40 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
e3CZSALD,,,COMPLETED,,"may. 19, 2026 08:44:19 a. m.","may. 19, 2026 08:47:15 a. m.",2 mins 56 secs ,Public collector,9,100,Negocios Internacionales,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Insatisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
WzDFfXgP,,,COMPLETED,,"may. 19, 2026 08:44:21 a. m.","may. 19, 2026 08:46:40 a. m.",2 mins 18 secs ,Public collector,10,100,Negocios Internacionales,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
BTBnFjMY,,,COMPLETED,,"may. 19, 2026 08:44:24 a. m.","may. 19, 2026 08:46:02 a. m.",1 min 38 secs ,Public collector,10,100,Negocios Internacionales,9° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
YVBhhQmX,,,COMPLETED,,"may. 19, 2026 08:44:25 a. m.","may. 19, 2026 08:46:04 a. m.",1 min 38 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Muy satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Satisfecho,No utilizo,,No utilizo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
QwtisxOS,,,COMPLETED,,"may. 19, 2026 08:44:26 a. m.","may. 19, 2026 08:46:07 a. m.",1 min 41 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
K4DByxDf,,,COMPLETED,,"may. 19, 2026 08:44:27 a. m.","may. 19, 2026 08:46:57 a. m.",2 mins 29 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
JfjX6XcC,,,COMPLETED,,"may. 19, 2026 08:44:27 a. m.","may. 19, 2026 08:47:44 a. m.",3 mins 16 secs ,Public collector,9,100,Negocios Internacionales,10° Ciclo,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,Muy satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,No utilizo,,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
enBnYPG0,,,COMPLETED,,"may. 19, 2026 08:44:28 a. m.","may. 19, 2026 08:48:54 a. m.",4 mins 25 secs ,Public collector,9,100,Negocios Internacionales,9° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
wIC243sZ,,,COMPLETED,,"may. 19, 2026 08:44:29 a. m.","may. 19, 2026 08:46:17 a. m.",1 min 48 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,10 (Promoter),
JXBh2z2X,,,COMPLETED,,"may. 19, 2026 08:44:31 a. m.","may. 19, 2026 08:46:07 a. m.",1 min 36 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,10 (Promoter),
esBnrFvv,,,COMPLETED,,"may. 19, 2026 08:44:32 a. m.","may. 19, 2026 08:46:54 a. m.",2 mins 22 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,Totalmente satisfecho,No conozco,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
9PC2fKNM,,,COMPLETED,,"may. 19, 2026 08:44:33 a. m.","may. 19, 2026 08:47:18 a. m.",2 mins 45 secs ,Public collector,9,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,Muy satisfecho,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
cxBnZmUW,,,COMPLETED,,"may. 19, 2026 08:44:33 a. m.","may. 19, 2026 08:45:54 a. m.",1 min 21 secs ,Public collector,10,100,Negocios Internacionales,9° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
0pzshJXq,,,COMPLETED,,"may. 19, 2026 08:44:33 a. m.","may. 19, 2026 08:46:12 a. m.",1 min 38 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
ysC2FO43,,,COMPLETED,,"may. 19, 2026 08:44:34 a. m.","may. 19, 2026 08:46:31 a. m.",1 min 56 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
fzC5zKzi,,,COMPLETED,,"may. 19, 2026 08:44:36 a. m.","may. 19, 2026 08:46:43 a. m.",2 mins 6 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
NrDBB0ts,,,COMPLETED,,"may. 19, 2026 08:45:05 a. m.","may. 19, 2026 08:48:05 a. m.",2 mins 59 secs ,Public collector,10,100,Negocios Internacionales,10° Ciclo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
4ZDBoXCP,,,COMPLETED,,"may. 19, 2026 08:45:06 a. m.","may. 19, 2026 08:49:08 a. m.",4 mins 2 secs ,Public collector,9,100,Negocios Internacionales,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,No conozco,No conozco,No conozco,No utilizo,Satisfecho,No conozco,No conozco,No utilizo,Satisfecho,Satisfecho,No conozco,,No conozco,Satisfecho,Satisfecho,Satisfecho,No conozco,No conozco,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
